ID_Partido,ID_Temporada,Numero_Fecha,Fase,Fecha,Fecha_Numerica,Local_ID,Visitante_ID,Goles_Local,Goles_Visitante,Tipo_Definicion,ID_Ganador,Estadio,Goleadores,Amonestados,Expulsados,Penales,Nota,Jugadores,DT,ARBITRO
97,1,7,Fase Regular,22/2/2025,45710,25,22,0,2,0,22,Estadio Ingeniero Hilario Sánchez,/ 56´ Miguel Borja [COL] - 69´ Franco Mastantuono [ARG],/ 75´ Enzo Pérez [ARG] - 84´ Lucas Martínez Quarta [ARG],,,,(1) Matías Borgogno (ARQ) [ARG] - (2) Rodrigo Cáseres (DEF) [ARG] - (3) Leonel Álvarez (DEF) [ARG] - (4) Alejandro Molina (DEF) [ARG] - (5) Nicolás Pelaitay (MED) [ARG] - (15) Juan Ignacio Cavallaro (MED) [ARG] - (20) Esteban Burgos (DEF) [ARG] - (21) Nicolás Watson (MED) [ARG] - (27) Tomás Fernández (DEL) [ARG] - (28) Marco Iacobellis (MED) [ARG] - (32) Federico Anselmo (DEL) [ARG] - (10) Sebastián González (SUP) [ARG] - (16) Ayrton Portillo (SUP) [ARG] - (22) Sebastián Jaurena (SUP) [ARG] - (24) Edwuin Pernía (SUP) [VEN] - (26) Hernán Lópes (SUP) [ARG] / (1) Franco Armani (ARQ) [ARG] - (4) Gonzalo Montiel (DEF) [ARG] - (8) Maximiliano Meza (MED) [ARG] - (11) Facundo Colidio (DEL) [ARG] - (17) Paulo Díaz (DEF) [CHI] - (18) Gonzalo Martínez (MED) [ARG] - (19) Gonzalo Tapia (DEL) [CHI] - (20) Milton Casco (DEF) [ARG] - (24) Enzo Pérez (MED) [ARG] - (28) Lucas Martínez Quarta (DEF) [ARG] - (31) Santiago Simón (MED) [ARG] - (5) Matías Kranevitter (SUP) [ARG] - (9) Miguel Borja (SUP) [COL] - (10) Manuel Lanzini (SUP) [ARG] - (15) Sebastián Driussi (SUP) [ARG] - (30) Franco Mastantuono (SUP) [ARG],Raúl Antuña [ARG] / Marcelo Gallardo [ARG],Andres Gariano [ARG]
98,1,7,Fase Regular,22/2/2025,45710,23,26,1,0,0,23,Estadio Gigante de Arroyito,6´ Agustín Sández [ARG],83´ Enzo Copetti [ARG] - 88´ Agustín Sández [ARG] - 92´ Ignacio Malcorra [ARG] / 48´ Renzo Orihuela [URU] - 55´ Gabriel Díaz [ARG] - 77´ Elián Giménez [ARG],/ 96´ Juan Manuel Insaurralde,,,(1) Jorge Broun (ARQ) [ARG] - (2) Carlos Quintana (DEF) [ARG] - (3) Agustín Sández (DEF) [ARG] - (5) Franco Ibarra (MED) [ARG] - (6) Juan Cruz Komar (DEF) [ARG] - (9) Enzo Copetti (DEL) [ARG] - (10) Ignacio Malcorra (MED) [ARG] - (16) Enzo Giménez (DEF) [PAR] - (21) Santiago López (MED) [ARG] - (31) Federico Navarro (MED) [ARG] - (99) Jáminton Campaz (MED) [COL] - (11) Carlos Ferreira (SUP) [PAR] - (22) Lautaro Giaccone (SUP) [ARG] - (24) Juan Valentín Giménez (SUP) [ARG] - (32) Emanuel Coronel (SUP) [ARG] / (2) Juan Manuel Insaurralde (DEF) [ARG] - (6) Juan Alberto Andrada (MED) [ARG] - (10) Gabriel Carabajal (DEL) [ARG] - (14) Facundo Roncaglia (DEF) [ARG] - (18) Iván Morales (DEL) [CHI] - (22) Valentín Burgoa (MED) [ARG] - (25) Carlos Villalba (MED) [ARG] - (28) Joaquin Gho (MED) [ARG] - (33) Gabriel Díaz (DEF) [ARG] - (42) Lucas Acosta (ARQ) [ARG] - (44) Renzo Orihuela (DEF) [URU] - (7) Pablo Magnín (SUP) [ARG] - (20) Franco Frías (SUP) [ARG] - (21) Alex Vigo (SUP) [ARG] - (23) Elián Giménez (SUP) [ARG] - (26) Yair Arismendi (SUP) [ARG],Ariel Holan [ARG] / Javier Sanguinetti [ARG],Luis Lobo Medina [ARG]
99,1,7,Fase Regular,23/2/2025,45711,8,24,2,0,0,8,Estadio Tomás Adolfo Ducó,11´ Fabio Pereyra [ARG] - 90´ Rodrigo Cabral [ARG],27´ Cesar Ibañez [ARG] - 49´ Leandro Lescano [ARG] - 50´ Eric Ramírez [ARG] - 86´ Leonardo Gil [ARG] - 91´ Rodrigo Cabral [ARG] / 33´ Daniel Herrera [ARG] - 42´ Jhohan Romaña [COL] - 77´ Ezequiel Herrera [ARG],,,,(1) Hernán Galindez (ARQ) [ECU] - (5) Leonel Pérez (MED) [ARG] - (6) Fabio Pereyra (DEF) [ARG] - (8) Leonardo Gil (MED) [ARG] - (10) Walter Mazzantti (MED) [ARG] - (17) Gabriel Alanís (MED) [ARG] - (18) Matko Miljevic (MED) [USA] - (24) Tomás Guidara (DEF) [ARG] - (25) Cesar Ibañez (DEF) [ARG] - (31) Marco Pellegrino (DEF) [ARG] - (43) Eric Ramírez (DEL) [ARG] - (9) Ramón Ábila (SUP) [ARG] - (16) Rodrigo Cabral (SUP) [ARG] - (19) Leandro Lescano (SUP) [ARG] - (20) Pedro Ojeda (SUP) [ARG] - (26) Leonardo Sequeira (SUP) [ARG] / (4) Jhohan Romaña (DEF) [COL] - (5) Elián Irala (MED) [ARG] - (9) Andrés Vombergar (DEL) [ESL] - (11) Matías Reali (MED) [ARG] - (12) Orlando Gill (ARQ) [PAR] - (21) Malcom Braida (MED) [ARG] - (24) Nicolás Tripichio (MED) [ARG] - (28) Alexis Cuello (MED) [ARG] - (32) Ezequiel Herrera (DEF) [ARG] - (36) Daniel Herrera (DEF) [ARG] - (37) Elías Baez (DEF) [ARG] - (7) Ezequiel Cerutti (SUP) [ARG] - (15) Emanuel Cecchini (SUP) [ARG] - (50) Agustín Ladstatter (SUP) [ARG] - (99) Jaime Peralta (SUP) [COL],Frank Kudelka [ARG] / Miguel Ángel Russo [ARG],Dario Herrera [ARG]
100,1,7,Fase Regular,23/2/2025,45711,3,13,0,1,0,13,Estadio Monumental José Fierro,/ 5´ Rodrigo Castillo [ARG],30´ Leandro Díaz [ARG] - 34´ Mateo Coronel [ARG] - 83´ Luis Miguel Rodríguez [ARG] / 81´ Nelson Insfrán [ARG] - 81´ Augusto Max [ARG],,,,(3) Matías de los Santos (DEF) [URU] - (4) Damián Martínez (DEF) [ARG] - (5) Adrián Sánchez (MED) [ARG] - (8) Guillermo Acosta (MED) [ARG] - (11) Nicolás Castro (MED) [ARG] - (22) Ramiro Ruiz Rodriguez (MED) [ARG] - (25) Tomás Durso (ARQ) [ARG] - (27) Leandro Díaz (DEL) [ARG] - (32) Juan Infante (DEF) [ARG] - (33) Miguel Brizuela (DEF) [ARG] - (37) Mateo Coronel (DEL) [ARG] - (7) Luis Miguel Rodríguez (SUP) [ARG] - (9) Mateo Bajamich (SUP) [ARG] - (24) Lautaro Godoy (SUP) [ARG] - (28) Carlos Auzqui (SUP) [ARG] - (41) Rodrigo Melo (SUP) [ARG] / (4) Leonardo Morales (DEF) [ARG] - (6) Gastón Suso (DEF) [ARG] - (8) Bautista Merlini (MED) [ARG] - (10) Pablo De Blasis (MED) [ARG] - (14) Pedro Silva Torrejón (DEF) [ARG] - (19) Lucas Nahuel Castro (MED) [ARG] - (23) Nelson Insfrán (ARQ) [ARG] - (25) Alan Sosa (MED) [ARG] - (28) Fabricio Corbalan (DEF) [ARG] - (30) Rodrigo Castillo (DEL) [ARG] - (39) Facundo Di Biasi (MED) [ARG] - (7) Alejandro Piedrahita (SUP) [COL] - (11) Norberto Briasco (SUP) [ARM] - (16) Augusto Max (SUP) [ARG] - (20) Renzo Giampaoli (SUP) [ARG] - (36) Nicolás Garayalde (SUP) [ARG],Lucas Pusineri [ARG] / Diego Flores [ARG],Daniel Zamora [ARG]
101,1,7,Fase Regular,23/2/2025,45711,6,10,2,0,0,6,Estadio Julio Cesar Villagra,38´ Nicolás Fernández [ARG] - 57´ Nicolás Fernández [ARG],47´ Santiago Longo [ARG] - 65´ Lucas Passerini [ARG] - 68´ Fausto Grillo [ARG] - 72´ Tobías Ostchega [ARG] - 84´ Bryan Reyna [PER] / 85´ Aaron Molinas [ARG],/ 45+1´ Juan Bautista Miritello [ARG],,,(5) Santiago Longo (MED) [ARG] - (6) Fausto Grillo (DEF) [ARG] - (7) Bryan Reyna (MED) [PER] - (9) Lucas Passerini (DEL) [ARG] - (12) Ulises Sánchez (MED) [ARG] - (13) Nicolás Meriano (DEF) [ARG] - (19) Facundo Quignón (MED) [ARG] - (22) Nicolás Fernández (DEL) [ARG] - (25) Juan Ángel Espínola (ARQ) [PAR] - (34) Gerónimo Heredia (DEF) [ARG] - (37) Mariano Troilo (DEF) [ARG] - (4) Elías López (SUP) [ARG] - (10) Lucas Zelarayán (SUP) [ARM] - (11) Francisco González Metilli (SUP) [ARG] - (17) Thiago Cravero (SUP) [ARG] - (33) Tobías Ostchega (SUP) [ARG] / (3) Alexis Soto (DEF) [ARG] - (5) Kevin Gutiérrez (MED) [ARG] - (6) Lucas Ferreira (DEF) [URU] - (8) César Pérez (MED) [CHI] - (9) Juan Bautista Miritello (DEL) [ARG] - (10) Aaron Molinas (MED) [ARG] - (11) Gastón Togni (MED) [ARG] - (14) Ezequiel Cannavo (DEF) [ARG] - (25) Enrique Bologna (ARQ) [ARG] - (26) Francisco González (MED) [ARG] - (28) Emanuel Aguilera (DEF) [ARG] - (7) Abiel Osorio (SUP) [ARG] - (19) David Barbona (SUP) [ARG] - (24) Maximiliano González (SUP) [ARG] - (35) Benjamín Schamine (SUP) [ARG] - (37) Matías Ramírez (SUP) [ARG],Ricardo Zielinski [ARG] / Pablo De Muner [ARG],Fernando Espinoza [ARG]
102,1,7,Fase Regular,24/2/2025,45712,5,19,2,0,0,5,Estadio Julio Humberto Grondona,2´ Jhonatan Candia [URU] - 91´ Manuel Duarte [ARG],43´ Facundo Mater [ARG] - 45+1´ Nicolás Demartini [ARG] - 84´ Rafael Barrios [ARG] / 51´ Luciano Herrera [ARG] - 93´ David Sotelo [ARG],,,,(5) Dardo Miloc (MED) [ARG] - (6) Rodrigo Insúa (DEF) [ARG] - (8) Sirio Cabral (MED) [ARG] - (9) Javier Morales (DEL) [ARG] - (10) Nahuel Barrios (MED) [ARG] - (14) Kevin Jappert (DEF) [ARG] - (15) Yonatthan Rak (DEF) [URU] - (20) Jhonatan Candia (DEL) [URU] - (28) Marcos Ledesma (ARQ) [ARG] - (31) Nicolás Demartini (DEF) [ARG] - (33) Facundo Mater (DEF) [ARG] - (7) Facundo Bruera (SUP) [ARG] - (13) Rafael Barrios (SUP) [ARG] - (19) Tomás Porra (SUP) [ARG] - (24) Manuel Duarte (SUP) [ARG] / (1) Keylor Navas (ARQ) [COS] - (4) Alejo Montero (MED) [ARG] - (5) Éver Banega (MED) [ARG] - (6) Saúl Salcedo (DEF) [PAR] - (9) Juan Manuel García (DEL) [ARG] - (18) Víctor Cuesta (DEF) [ARG] - (19) Brian Calderara (MED) [ARG] - (21) Luciano Herrera (DEL) [ARG] - (24) Mateo Silvetti (DEL) [ARG] - (26) Juan Ignacio Méndez (MED) [ARG] - (37) Luciano Lollo (DEF) [ARG] - (20) Gonzalo Maroni (SUP) [ARG] - (25) Alejo Tabares (SUP) [ARG] - (32) Carlos González (SUP) [PAR] - (34) David Sotelo (SUP) [ARG] - (39) Nazareno Funez (SUP) [ARG],Rubén Darío Insúa [ARG] / Cristian Fabbiani [ARG],Pablo Echavarría [ARG]
103,1,7,Fase Regular,24/2/2025,45712,2,15,0,0,0,,Estadio Diego Armando Maradona,,42´ Leandro Lozano [URU] - 72´ Román Vega [ARG] / 25´ Sheyko Studer [ARG] - 33´ Luis Sequeira [ARG] - 38´ Mauricio Cardillo [ARG] - 59´ Maximiliano Amarfil [ARG] - 62´ Tomás Bottari [ARG],,,,(4) Érik Godoy (DEF) [ARG] - (8) Alan Rodríguez (MED) [URU] - (10) Alan Lescano (MED) [ARG] - (11) José María Herrera (MED) [ARG] - (16) Francisco Álvarez (DEF) [ARG] - (20) Sebastián Prieto (DEF) [ARG] - (21) Nicolás Oroz (MED) [ARG] - (22) Leandro Lozano (DEF) [URU] - (24) Federico Fattori (MED) [ARG] - (27) Tomás Molina (DEL) [ARG] - (50) Diego Rodríguez (ARQ) [ARG] - (6) Román Vega (SUP) [ARG] - (7) Santiago Rodríguez (SUP) [ARG] - (14) Kevin Coronel (SUP) [ARG] - (18) Ismael Sosa (SUP) [ARG] - (19) Ruben Bentancourt (SUP) [URU] / (1) Ezequiel Centurión (ARQ) [ARG] - (2) Leonard Costa (DEF) [URU] - (5) Tomás Bottari (MED) [ARG] - (8) Luis Sequeira (MED) [ARG] - (14) Luciano Gómez (DEF) [ARG] - (21) Mauricio Cardillo (MED) [ARG] - (22) Sebastián Villa (DEL) [COL] - (25) Maximiliano Amarfil (MED) [ARG] - (27) Pedro Souto (DEF) [ARG] - (34) Nicolas Retamar (DEL) [ARG] - (42) Sheyko Studer (DEF) [ARG] - (11) Diego Tonetto (SUP) [ARG] - (13) Alejo Osella (SUP) [ARG] - (26) Matías Fernández (SUP) [ARG] - (31) Matías Valenti (SUP) [ARG] - (43) Fabrizio Sartori (SUP) [ARG],Nicolás Diez [ARG] / Alfredo Berti [ARG],Nicolás Ramirez [ARG]
104,1,7,Fase Regular,24/2/2025,45712,28,4,1,0,0,28,Estadio José Dellagiovanna,59´ Ignacio Russo [ARG],10´ Nahuel Banegas [ARG] - 69´ Sebastián Luciano Medina [ARG] / 33´ Martin Rio [ARG] - 45´ Mathías De Ritis [URU] - 61´ Bruno Sepúlveda [ARG] ,,,,(2) Joaquín Laso (DEF) [ARG] - (3) Nahuel Banegas (DEF) [ARG] - (8) Martín Garay (DEF) [ARG] - (12) Felipe Zenobio (ARQ) [ARG] - (16) Lorenzo Scipioni (MED) [ARG] - (27) Santiago González (MED) [ARG] - (29) Ignacio Russo (DEL) [ARG] - (30) Nehuén Paz (DEF) [ARG] - (33) Elias Cabrera (MED) [ARG] - (34) José David Romero (DEL) [ARG] - (47) Jabes Saralegui (MED) [ARG] - (7) Eric Ramírez (SUP) [VEN] - (19) Alfio Oviedo (SUP) [PAR] - (21) Sebastián Luciano Medina (SUP) [ARG] - (22) Julián López (SUP) [ARG] - (23) Gonzalo Piñeiro (SUP) [ARG] / (1) Facundo Sanguinetti (ARQ) [ARG] - (2) Alexis Maldonado (DEF) [ARG] - (3) Mathías De Ritis (DEF) [URU] - (4) Ramiro Di Luciano (DEF) [ARG] - (5) Martin Rio (MED) [ARG] - (6) Joaquin Pombo (DEF) [ARG] - (7) Geronimo Rivera (MED) [ARG] - (8) Lautaro Ríos (MED) [ARG] - (9) Bruno Sepúlveda (DEL) [ARG] - (11) Agustín Alaniz (DEL) [URU] - (19) Gonzalo Rios (MED) [ARG] - (17) Juan Francisco Bisanz (SUP) [ARG] - (24) Santiago López Garcia (SUP) [ARG] - (26) Leonel Miranda (SUP) [ARG] - (28) Marcos Arturia (SUP) [ARG] - (31) Lisandro Piñero (SUP) [ARG],Diego Dabove [ARG] / Ariel Broggi [ARG],Nazareno Arasa [ARG]
105,1,7,Fase Regular,20/3/2025,45736,29,21,0,1,0,21,Estadio 15 de Abril,/ 58´ Adrián Martínez [ARG],35´ Rafael Profini [ARG] - 67´ Jerónimo Dómina [ARG] / 86´ Adrián Balboa [URU] - 87´ Maximiliano Salas [ARG],/ 27´ Gabriel Arias [CHI],,"Este encuentro, correspondiente a la fecha 7 del torneo, se postergó debido a los compromisos internacionales de Racing Club. La ""Academia"" debió disputar la Recopa Sudamericana contra Botafogo (campeón de la Libertadores 2024), lo que obligó a reprogramar su calendario local.",(3) Claudio Corvalán (DEF) [ARG] - (7) Franco Fragapane (MED) [ARG] - (8) Ezequiel Ham (MED) [SYR] - (9) Jerónimo Domina (DEL) [ARG] - (11) Mateo Del Blanco (DEF) [ARG] - (22) Francisco Gerometta (DEF) [ARG] - (24) Rafael Profini (MED) [ARG] - (25) Thiago Cardozo (ARQ) [URU] - (31) Marcelo Estigarribia (DEL) [ARG] - (32) Nicolás Paz (DEF) [ARG] - (34) Franco Pardo (DEF) [ARG] - (10) Lionel Verde (SUP) [ARG] - (16) Mauricio Martínez (SUP) [ARG] - (18) Lucas Gamba (SUP) [ARG] - (20) Julián Palacios (SUP) [ARG] - (29) Diego Armando Díaz (SUP) [ARG] / (5) Juan Ignacio Nardoni (MED) [ARG] - (7) Maximiliano Salas (DEL) [ARG] - (9) Adrián Martínez (DEL) [ARG] - (10) Luciano Vietto (DEL) [ARG] - (13) Santiago Sosa (DEF) [ARG] - (15) Gastón Martirena (MED) [URU] - (16) Martín Barrios (MED) [URU] - (21) Gabriel Arias (ARQ) [CHI] - (23) Nazareno Colombo (DEF) [ARG] - (27) Gabriel Rojas (MED) [ARG] - (35) Santiago Quirós (DEF) [ARG] - (19) Ignacio Agustín Rodríguez (SUP) [ARG] - (25) Facundo Cambeses (SUP) [ARG] - (34) Facundo Mura (SUP) [ARG] - (77) Adrián Balboa (SUP) [URU],Cristian González [ARG] / Gustavo Costas [ARG],Luis Lobo Medina [ARG]
106,1,8,Fase Regular,28/2/2025,45716,7,23,1,0,0,7,Estadio Alberto José Armando,9´ Milton Giménez [ARG],11´ Lucas Blondel [ARG] - 40´ Lautaro Di Lollo [ARG] / 45+1´ Jáminton Campaz [COL] - 77´ Jorge Broun [ARG] - 85´ Ignacio Malcorra [ARG],,,,(6) Marcos Rojo (DEF) [ARG] - (8) Carlos Palacios (MED) [CHI] - (9) Milton Giménez (DEL) [ARG] - (10) Edinson Cavani (DEL) [URU] - (21) Ander Herrera (MED) [ESP] - (22) Kevin Zenón (MED) [ARG] - (23) Lautaro Blanco (DEF) [ARG] - (25) Agustín Marchesín (ARQ) [ARG] - (40) Lautaro Di Lollo (DEF) [ARG] - (42) Lucas Blondel (DEF) [ARG] - (43) Milton Delgado (MED) [ARG] - (7) Exequiel Zeballos (SUP) [ARG] - (15) Williams Alarcón (SUP) [CHI] - (16) Miguel Merentiel (SUP) [URU] / (1) Jorge Broun (ARQ) [ARG] - (2) Carlos Quintana (DEF) [ARG] - (3) Agustín Sández (DEF) [ARG] - (5) Franco Ibarra (MED) [ARG] - (6) Juan Cruz Komar (DEF) [ARG] - (9) Enzo Copetti (DEL) [ARG] - (10) Ignacio Malcorra (MED) [ARG] - (24) Juan Valentín Giménez (DEF) [ARG] - (27) Gaspar Duarte (MED) [ARG] - (31) Federico Navarro (MED) [ARG] - (99) Jáminton Campaz (MED) [COL] - (8) Jonathan Gómez (SUP) [ARG] - (11) Carlos Ferreira (SUP) [PAR] - (22) Lautaro Giaccone (SUP) [ARG] - (32) Emanuel Coronel (SUP) [ARG] - (33) Juan Manuel Elordi (SUP) [ARG],Fernando Gago [ARG] / Ariel Holan [ARG],Hernán Mastrangelo [ARG]
107,1,8,Fase Regular,28/2/2025,45716,9,11,0,0,0,,Estadio Único Madre de Ciudades,,/ 16´ Facundo Miño [ARG] - 22´ Mariano Bracamonte [ARG] - 58´ Pedro Ramírez [ARG] - 83´ Rodrigo Sayavedra [ARG] - 98´ Ignacio Arce [ARG],,,,(1) Alan Aguerre (ARQ) [ARG] - (4) Iván Pillud (DEF) [ARG] - (7) Luis Miguel Angulo (MED) [COL] - (8) Iván Gómez (MED) [ARG] - (10) Gastón Verón (MED) [ARG] - (11) Matías Perello (MED) [ARG] - (12) Leonardo Heredia (DEL) [ARG] - (19) Lautaro Rivero (DEF) [ARG] - (24) Braian Cufré (DEF) [ARG] - (25) José Florentín (MED) [PAR] - (32) Jonathan Galván (DEF) [ARG] - (14) Gonzalo Trindade (SUP) [ARG] - (18) David Salazar (SUP) [ARG] - (26) Diego Barrera (SUP) [ARG] - (29) Favio Cabral (SUP) [ARG] - (35) Franco Alfonso (SUP) [ARG] / (1) Ignacio Arce (ARQ) [ARG] - (5) Pedro Ramirez (MED) [ARG] - (7) Antony Alonso Espinoza (MED) [URU] - (9) Jonathan Herrera (DEL) [ARG] - (15) Nicolás Sansotre (DEF) [ARG] - (19) Juan Cruz Randazzo (DEF) [ARG] - (22) Cristian Paz (DEF) [ARG] - (24) Facundo Miño (DEF) [ARG] - (27) Jonathan Goitia (MED) [ARG] - (32) Nicolás Benegas (DEL) [ARG] - (36) Mariano Bracamonte (DEF) [ARG] - (3) Nicolás Caro Torres (SUP) [ARG] - (11) Gustavo Fernández (SUP) [ARG] - (23) Mateo Ramirez (SUP) [ARG] - (28) Rodrigo Sayavedra (SUP) [ARG] - (37) Mario Sanabria (SUP) [ARG],Omar De Felippe [ARG] / Gustavo Benítez [ARG],Bryan Ferreyra [ARG]
108,1,8,Fase Regular,28/2/2025,45716,25,6,3,1,0,25,Estadio Ingeniero Hilario Sánchez,53´ Tomás Fernández [ARG] - 55´ Marco Iacobellis [ARG] - 92´ Sebastián González [ARG] / 51´ Nicolás Fernández [ARG],74´ Nicolás Pelaitay [ARG] - 78´ Nicolás Watson [ARG] - 85´ Marco Iacobellis [ARG] / 34´ Gerónimo Heredia [ARG] - 68´ Bryan Reyna [PER],,,,(1) Matías Borgogno (ARQ) [ARG] - (2) Rodrigo Cáseres (DEF) [ARG] - (3) Leonel Álvarez (DEF) [ARG] - (4) Alejandro Molina (DEF) [ARG] - (5) Nicolás Pelaitay (MED) [ARG] - (15) Juan Ignacio Cavallaro (DEL) [ARG] - (22) Sebastián Jaurena (MED) [ARG] - (26) Hernán Lópes (DEF) [ARG] - (27) Tomás Fernández (MED) [ARG] - (28) Marco Iacobellis (MED) [ARG] - (32) Federico Anselmo (DEL) [ARG] - (6) Luciano Recalde (SUP) [ARG] - (9) Federico González (SUP) [ARG] - (10) Sebastián González (SUP) [ARG] - (16) Ayrton Portillo (SUP) [ARG] - (21) Nicolás Watson (SUP) [ARG] / (5) Santiago Longo (MED) [ARG] - (6) Fausto Grillo (DEF) [ARG] - (7) Bryan Reyna (MED) [PER] - (9) Lucas Passerini (DEL) [ARG] - (10) Lucas Zelarayán (MED) [ARM] - (13) Nicolás Meriano (DEF) [ARG] - (19) Facundo Quignón (MED) [ARG] - (22) Nicolás Fernández (MED) [ARG] - (25) Juan Ángel Espínola (ARQ) [PAR] - (34) Gerónimo Heredia (DEF) [ARG] - (37) Mariano Troilo (DEF) [ARG] - (8) Gabriel Compagnucci (SUP) [ARG] - (11) Francisco González Metilli (SUP) [ARG] - (15) Lucas Menossi (SUP) [ARG] - (29) Franco Jara (SUP) [ARG] - (33) Tobías Ostchega (SUP) [ARG],Raúl Antuña [ARG] / Ricardo Zielinski [ARG],Ariel Penel [ARG]
109,1,8,Fase Regular,1/3/2025,45717,1,26,2,2,0,,Estadio José María Minella,3´ Elías Torres [ARG] - 7´ Franco Rami [ARG] / 23´ Iván Morales [CHI] - 37´ Valentín Burgoa [ARG],54´ Marcelo Esponda [ARG] - 69´ Ignacio Guerrico [ARG] / 28´ Santiago Morales [ARG] - 64´ Gabriel Díaz [ARG] - 89´ Federico Paradela [ARG],,,,(3) Ignacio Guerrico (DEF) [ARG] - (4) Rodrigo González (DEF) [ARG] - (6) Gonzalo Mottes (DEF) [ARG] - (9) Elías Torres (DEL) [ARG] - (14) Williams Barlasina (ARQ) [ARG] - (18) Ayrton Preciado (MED) [ECU] - (19) Franco Rami (DEL) [ARG] - (20) Yonathan Cabral (DEF) [ARG] - (21) Tobías Leiva (MED) [ARG] - (29) Marcelo Esponda (MED) [ARG] - (40) Justo Giani (MED) [ARG] - (8) Tiago Serrago (SUP) [ARG] - (11) Agustin Blas Palavecino (SUP) [ARG] / (10) Gabriel Carabajal (DEL) [ARG] - (14) Facundo Roncaglia (DEF) [ARG] - (18) Iván Morales (DEL) [CHI] - (22) Valentín Burgoa (MED) [ARG] - (23) Elián Giménez (MED) [ARG] - (25) Carlos Villalba (MED) [ARG] - (28) Joaquin Gho (MED) [ARG] - (33) Gabriel Díaz (DEF) [ARG] - (36) Santiago Morales (DEF) [ARG] - (42) Lucas Acosta (ARQ) [ARG] - (44) Renzo Orihuela (DEF) [URU] - (7) Pablo Magnín (SUP) [ARG] - (8) Federico Paradela (SUP) [ARG] - (21) Alex Vigo (SUP) [ARG] - (26) Yair Arismendi (SUP) [ARG],Andrés Yllana [ARG] / Javier Sanguinetti [ARG],Andres Gariano [ARG]
110,1,8,Fase Regular,1/3/2025,45717,22,12,0,2,0,12,Estadio Monumental,/ 9´Alexis Castro [ARG] - 94´ Santiago Ascacibar [ARG],27´ Maximiliano Meza [ARG] - 40´ Marcos Acuña [ARG] - 97´ Ian Subiabre [ARG] / 1´ Santiago Ascacibar [ARG] - 7´ Ezequiel Piovi [ARG] - 44´ Santiago Núñez [ARG] - 61´ Santiago Arzamendia [PAR] - 69´ Gabriel Neves [URU] - 90´ Gastón Benedetti [ARG] - 96´ Joaquín Tobio Burgos [ARG],56´ Enzo Pérez [ARG],,,(1) Franco Armani (ARQ) [ARG] - (4) Gonzalo Montiel (DEF) [ARG] - (8) Maximiliano Meza (MED) [ARG] - (15) Sebastián Driussi (DEL) [ARG] - (17) Paulo Díaz (DEF) [CHI] - (18) Gonzalo Martínez (DEL) [ARG] - (21) Marcos Acuña (DEF) [ARG] - (24) Enzo Pérez (MED) [ARG] - (28) Lucas Martínez Quarta (DEF) [ARG] - (30) Franco Mastantuono (DEL) [ARG] - (31) Santiago Simón (MED) [ARG] - (7) Matías Rojas (SUP) [PAR] - (9) Miguel Borja (SUP) [COL] - (19) Gonzalo Tapia (SUP) [CHI] - (20) Milton Casco (SUP) [ARG] - (38) Ian Subiabre (SUP) [ARG] / (5) Santiago Ascacibar (MED) [ARG] - (6) Santiago Núñez (DEF) [ARG] - (9) Guido Carrillo (DEL) [ARG] - (10) Tiago Palacios (MED) [URU] - (12) Matias Mansilla (ARQ) [ARG] - (14) Sebastián Boselli (DEF) [URU] - (15) Santiago Arzamendia (DEF) [PAR] - (20) Eric Meza (DEF) [ARG] - (21) Ezequiel Piovi (MED) [ARG] - (22) Alexis Castro (MED) [ARG] - (25) Cristian Medina (MED) [ARG] - (8) Gabriel Neves (SUP) [URU] - (13) Gastón Benedetti (SUP) [ARG] - (17) Joaquín Tobio Burgos (SUP) [ARG] - (18) Edwuin Cetré (SUP) [COL],Marcelo Gallardo [ARG] / Eduardo Domínguez [ARG],Yael Falcon Perez [ARG]
