ID_Partido,ID_Temporada,Numero_Fecha,Fase,Fecha,Fecha_Numerica,Local_ID,Visitante_ID,Goles_Local,Goles_Visitante,Tipo_Definicion,ID_Ganador,Estadio,Goleadores,Amonestados,Expulsados,Penales,Nota,Jugadores,DT,ARBITRO
15010,70,19,Fase Regular,22/12/1988,32499,19,56,3,1,0,19,,,,,,,,,
15011,70,19,Fase Regular,22/12/1988,32499,17,50,1,2,0,50,,,,,,,,,
15012,70,20,Fase Regular,27/1/1989,32535,21,24,0,2,0,24,,,,,,,,,
15013,70,20,Fase Regular,28/1/1989,32536,17,34,1,2,0,34,,,,,,,,,
15014,70,20,Fase Regular,28/1/1989,32536,19,50,2,0,0,19,,,,,,,,,
15015,70,20,Fase Regular,28/1/1989,32536,13,56,4,1,0,13,,,,,,,,,
15016,70,20,Fase Regular,28/1/1989,32536,57,7,1,2,0,7,,,,,,,,,
15017,70,20,Fase Regular,28/1/1989,32536,22,20,0,1,0,20,,,,,,,,,
15018,70,20,Fase Regular,28/1/1989,32536,30,16,0,0,1,16,,,,,,,,,
15019,70,20,Fase Regular,28/1/1989,32536,52,12,0,1,0,12,,,,,,,,,
15020,70,20,Fase Regular,28/1/1989,32536,2,23,1,0,0,2,,,,,,,,,
15021,70,20,Fase Regular,28/1/1989,32536,54,27,1,2,0,27,,,,,,,,,
15022,70,21,Fase Regular,4/2/1989,32543,56,21,1,1,1,56,,,,,,,,,
15023,70,21,Fase Regular,5/2/1989,32544,34,27,1,3,0,27,,,,,,,,,
15024,70,21,Fase Regular,5/2/1989,32544,23,54,2,1,0,23,,,,,,,,,
15025,70,21,Fase Regular,5/2/1989,32544,12,2,2,1,0,12,,,,,,,,,
15026,70,21,Fase Regular,5/2/1989,32544,16,52,1,0,0,16,,,,,,,,,
15027,70,21,Fase Regular,5/2/1989,32544,20,30,1,0,0,20,,,,,,,,,
15028,70,21,Fase Regular,5/2/1989,32544,7,22,0,0,1,22,,,,,,,,,
15029,70,21,Fase Regular,5/2/1989,32544,24,57,0,0,1,24,,,,,,,,,
15030,70,21,Fase Regular,5/2/1989,32544,50,13,0,1,0,13,,,,,,,,,
15031,70,21,Fase Regular,5/2/1989,32544,17,19,1,1,1,19,,,,,,,,,
15032,70,22,Fase Regular,11/2/1989,32550,27,23,5,5,1,27,,,,,,,,,
15033,70,22,Fase Regular,12/2/1989,32551,19,34,4,1,0,19,,,,,,,,,
15034,70,22,Fase Regular,12/2/1989,32551,13,17,3,1,0,13,,,,,,,,,
15035,70,22,Fase Regular,12/2/1989,32551,21,50,1,1,1,21,,,,,,,,,
15036,70,22,Fase Regular,12/2/1989,32551,57,56,1,3,0,56,,,,,,,,,
15037,70,22,Fase Regular,12/2/1989,32551,22,24,1,0,0,22,,,,,,,,,
15038,70,22,Fase Regular,12/2/1989,32551,30,7,0,2,0,7,,,,,,,,,
15039,70,22,Fase Regular,12/2/1989,32551,52,20,4,0,0,52,,,,,,,,,
15040,70,22,Fase Regular,12/2/1989,32551,2,16,3,0,0,2,,,,,,,,,
15041,70,22,Fase Regular,12/2/1989,32551,54,12,2,2,1,54,,,,,,,,,
15042,70,23,Fase Regular,19/2/1989,32558,34,23,0,0,1,23,,,,,,,,,
15043,70,23,Fase Regular,19/2/1989,32558,12,27,0,0,1,12,,,,,,,,,
15044,70,23,Fase Regular,19/2/1989,32558,16,54,4,1,0,16,,,,,,,,,
15045,70,23,Fase Regular,19/2/1989,32558,20,2,0,2,0,2,,,,,,,,,
15046,70,23,Fase Regular,19/2/1989,32558,7,52,1,0,0,7,,,,,,,,,
15047,70,23,Fase Regular,19/2/1989,32558,24,30,3,1,0,24,,,,,,,,,
15048,70,23,Fase Regular,19/2/1989,32558,56,22,0,5,0,22,,,,,,,,,
15049,70,23,Fase Regular,19/2/1989,32558,50,57,1,1,1,50,,,,,,,,,
15050,70,23,Fase Regular,19/2/1989,32558,17,21,1,2,0,21,,,,,,,,,
15051,70,23,Fase Regular,19/2/1989,32558,19,13,0,1,0,13,,,,,,,,,
15052,70,24,Fase Regular,26/2/1989,32565,13,34,3,0,0,13,,,,,,,,,
15053,70,24,Fase Regular,26/2/1989,32565,21,19,1,2,0,19,,,,,,,,,
15054,70,24,Fase Regular,26/2/1989,32565,57,17,1,0,0,57,,,,,,,,,
15055,70,24,Fase Regular,26/2/1989,32565,22,50,2,0,0,22,,,,,,,,,
15056,70,24,Fase Regular,26/2/1989,32565,30,56,1,1,1,30,,,,,,,,,
15057,70,24,Fase Regular,26/2/1989,32565,52,24,0,4,0,24,,,,,,,,,
15058,70,24,Fase Regular,26/2/1989,32565,2,7,4,3,0,2,,,,,,,,,
15059,70,24,Fase Regular,26/2/1989,32565,54,20,3,1,0,54,,,,,,,,,
15060,70,24,Fase Regular,26/2/1989,32565,27,16,1,1,1,16,,,,,,,,,
15061,70,24,Fase Regular,26/2/1989,32565,23,12,1,4,0,12,,,,,,,,,
15062,70,25,Fase Regular,5/3/1989,32572,34,12,0,1,0,12,,,,,,,,,
15063,70,25,Fase Regular,5/3/1989,32572,16,23,1,2,0,23,,,,,,,,,
15064,70,25,Fase Regular,5/3/1989,32572,20,27,1,0,0,20,,,,,,,,,
15065,70,25,Fase Regular,5/3/1989,32572,7,54,2,0,0,7,,,,,,,,,
15066,70,25,Fase Regular,5/3/1989,32572,24,2,2,1,0,24,,,,,,,,,
15067,70,25,Fase Regular,5/3/1989,32572,56,52,0,0,1,56,,,,,,,,,
15068,70,25,Fase Regular,5/3/1989,32572,50,30,1,1,1,50,,,,,,,,,
15069,70,25,Fase Regular,5/3/1989,32572,17,22,0,0,1,22,,,,,,,,,
15070,70,25,Fase Regular,5/3/1989,32572,19,57,2,1,0,19,,,,,,,,,
15071,70,25,Fase Regular,5/3/1989,32572,13,21,1,1,1,13,,,,,,,,,
15072,70,26,Fase Regular,11/3/1989,32578,23,20,3,1,0,23,,,,,,,,,
15073,70,26,Fase Regular,12/3/1989,32579,21,34,0,0,1,21,,,,,,,,,
15074,70,26,Fase Regular,12/3/1989,32579,57,13,0,0,1,13,,,,,,,,,
15075,70,26,Fase Regular,12/3/1989,32579,22,19,4,1,0,22,,,,,,,,,
15076,70,26,Fase Regular,12/3/1989,32579,30,17,1,0,0,30,,,,,,,,,
15077,70,26,Fase Regular,12/3/1989,32579,52,50,2,1,0,52,,,,,,,,,
15078,70,26,Fase Regular,12/3/1989,32579,2,56,1,1,1,2,,,,,,,,,
15079,70,26,Fase Regular,12/3/1989,32579,54,24,2,1,0,54,,,,,,,,,
15080,70,26,Fase Regular,12/3/1989,32579,27,7,1,0,0,27,,,,,,,,,
15081,70,26,Fase Regular,12/3/1989,32579,12,16,1,1,1,16,,,,,,,,,
15082,70,27,Fase Regular,18/3/1989,32585,7,23,2,1,0,7,,,,,,,,,
15083,70,27,Fase Regular,19/3/1989,32586,34,16,0,3,0,16,,,,,,,,,
15084,70,27,Fase Regular,19/3/1989,32586,20,12,2,4,0,12,,,,,,,,,
15085,70,27,Fase Regular,19/3/1989,32586,24,27,2,1,0,24,,,,,,,,,
15086,70,27,Fase Regular,19/3/1989,32586,56,54,0,0,1,54,,,,,,,,,
15087,70,27,Fase Regular,19/3/1989,32586,50,2,0,0,1,50,,,,,,,,,
15088,70,27,Fase Regular,19/3/1989,32586,17,52,2,4,0,52,,,,,,,,,
15089,70,27,Fase Regular,19/3/1989,32586,19,30,1,1,1,30,,,,,,,,,
15090,70,27,Fase Regular,19/3/1989,32586,13,22,0,0,1,13,,,,,,,,,
15091,70,27,Fase Regular,19/3/1989,32586,21,57,2,2,1,57,,,,,,,,,
15092,70,28,Fase Regular,25/3/1989,32592,23,24,0,0,1,23,,,,,,,,,
15093,70,28,Fase Regular,26/3/1989,32593,57,34,2,0,0,57,,,,,,,,,
15094,70,28,Fase Regular,26/3/1989,32593,22,21,1,0,0,22,,,,,,,,,
15095,70,28,Fase Regular,26/3/1989,32593,30,13,1,0,0,30,,,,,,,,,
15096,70,28,Fase Regular,26/3/1989,32593,52,19,0,0,1,19,,,,,,,,,
15097,70,28,Fase Regular,26/3/1989,32593,2,17,1,3,0,17,,,,,,,,,
15098,70,28,Fase Regular,26/3/1989,32593,54,30,0,0,1,54,,,,,,,,,
15099,70,28,Fase Regular,26/3/1989,32593,27,56,2,1,0,27,,,,,,,,,
15100,70,28,Fase Regular,26/3/1989,32593,12,7,1,2,0,7,,,,,,,,,
15101,70,28,Fase Regular,26/3/1989,32593,16,20,3,2,0,16,,,,,,,,,
15102,70,29,Fase Regular,2/4/1989,32600,34,20,2,0,0,34,,,,,,,,,
15103,70,29,Fase Regular,2/4/1989,32600,7,16,1,2,0,16,,,,,,,,,
15104,70,29,Fase Regular,2/4/1989,32600,24,12,3,0,0,24,,,,,,,,,
15105,70,29,Fase Regular,2/4/1989,32600,56,23,2,0,0,56,,,,,,,,,
15106,70,29,Fase Regular,2/4/1989,32600,50,27,2,3,0,27,,,,,,,,,
15107,70,29,Fase Regular,2/4/1989,32600,17,54,2,3,0,54,,,,,,,,,
15108,70,29,Fase Regular,2/4/1989,32600,19,2,0,0,1,19,,,,,,,,,
15109,70,29,Fase Regular,2/4/1989,32600,13,52,0,1,0,52,,,,,,,,,
15110,70,29,Fase Regular,2/4/1989,32600,21,30,1,1,1,30,,,,,,,,,
15111,70,29,Fase Regular,2/4/1989,32600,57,22,1,1,1,57,,,,,,,,,
15112,70,30,Fase Regular,9/4/1989,32607,54,19,2,0,0,54,,,,,,,,,
15113,70,30,Fase Regular,9/4/1989,32607,27,17,2,1,0,27,,,,,,,,,
15114,70,30,Fase Regular,10/4/1989,32608,22,34,2,1,0,22,,,,,,,,,
15115,70,30,Fase Regular,10/4/1989,32608,30,57,1,1,1,30,,,,,,,,,
15116,70,30,Fase Regular,10/4/1989,32608,52,21,2,1,0,52,,,,,,,,,
15117,70,30,Fase Regular,10/4/1989,32608,2,13,2,1,0,2,,,,,,,,,
15118,70,30,Fase Regular,10/4/1989,32608,23,50,1,0,0,23,,,,,,,,,
15119,70,30,Fase Regular,10/4/1989,32608,12,56,4,0,0,12,,,,,,,,,
15120,70,30,Fase Regular,10/4/1989,32608,16,24,1,0,0,16,,,,,,,,,
15121,70,30,Fase Regular,10/4/1989,32608,20,7,1,1,1,7,,,,,,,,,
15122,70,31,Fase Regular,16/4/1989,32614,34,7,0,1,0,7,,,,,,,,,
15123,70,31,Fase Regular,16/4/1989,32614,56,16,0,1,0,16,,,,,,,,,
15124,70,31,Fase Regular,16/4/1989,32614,17,23,2,2,1,17,,,,,,,,,
15125,70,31,Fase Regular,16/4/1989,32614,19,27,0,2,0,27,,,,,,,,,
15126,70,31,Fase Regular,16/4/1989,32614,13,54,1,1,1,13,,,,,,,,,
15127,70,31,Fase Regular,17/4/1989,32615,24,20,0,0,1,24,,,,,,,,,
15128,70,31,Fase Regular,17/4/1989,32615,50,12,2,0,0,50,,,,,,,,,
15129,70,31,Fase Regular,17/4/1989,32615,21,2,2,0,0,21,,,,,,,,,
15130,70,31,Fase Regular,17/4/1989,32615,57,52,0,2,0,52,,,,,,,,,
15131,70,31,Fase Regular,17/4/1989,32615,22,30,3,0,0,22,,,,,,,,,
15132,70,32,Fase Regular,23/4/1989,32621,30,34,1,0,0,30,,,,,,,,,
15133,70,32,Fase Regular,23/4/1989,32621,52,22,1,1,1,22,,,,,,,,,
15134,70,32,Fase Regular,23/4/1989,32621,2,57,5,0,0,2,,,,,,,,,
15135,70,32,Fase Regular,23/4/1989,32621,54,21,1,1,1,54,,,,,,,,,
15136,70,32,Fase Regular,23/4/1989,32621,27,13,1,0,0,27,,,,,,,,,
15137,70,32,Fase Regular,23/4/1989,32621,23,19,2,1,0,23,,,,,,,,,
15138,70,32,Fase Regular,23/4/1989,32621,12,17,0,1,0,17,,,,,,,,,
15139,70,32,Fase Regular,23/4/1989,32621,16,50,2,1,0,16,,,,,,,,,
15140,70,32,Fase Regular,23/4/1989,32621,20,56,1,1,1,56,,,,,,,,,
15141,70,32,Fase Regular,23/4/1989,32621,7,24,2,0,0,7,,,,,,,,,
15142,70,33,Fase Regular,29/4/1989,32627,17,16,0,1,0,16,,,,,,,,,
15143,70,33,Fase Regular,30/4/1989,32628,34,24,2,3,0,24,,,,,,,,,
15144,70,33,Fase Regular,30/4/1989,32628,56,7,2,1,0,56,,,,,,,,,
15145,70,33,Fase Regular,30/4/1989,32628,50,20,3,1,0,50,,,,,,,,,
15146,70,33,Fase Regular,30/4/1989,32628,19,12,3,0,0,19,,,,,,,,,
15147,70,33,Fase Regular,30/4/1989,32628,13,23,0,0,1,23,,,,,,,,,
15148,70,33,Fase Regular,30/4/1989,32628,21,27,2,1,0,21,,,,,,,,,
15149,70,33,Fase Regular,30/4/1989,32628,57,54,0,0,1,57,,,,,,,,,
15150,70,33,Fase Regular,30/4/1989,32628,22,2,2,2,1,22,,,,,,,,,
15151,70,33,Fase Regular,30/4/1989,32628,30,52,2,2,1,52,,,,,,,,,
15152,70,34,Fase Regular,6/5/1989,32634,23,21,2,2,1,21,,,,,,,,,
15153,70,34,Fase Regular,7/5/1989,32635,52,34,1,2,0,34,,,,,,,,,
15154,70,34,Fase Regular,7/5/1989,32635,2,30,1,1,1,30,,,,,,,,,
15155,70,34,Fase Regular,7/5/1989,32635,54,22,0,0,1,54,,,,,,,,,
15156,70,34,Fase Regular,7/5/1989,32635,27,57,1,0,0,27,,,,,,,,,
15157,70,34,Fase Regular,7/5/1989,32635,12,13,1,1,1,13,,,,,,,,,
15158,70,34,Fase Regular,7/5/1989,32635,16,19,1,0,0,16,,,,,,,,,
15159,70,34,Fase Regular,7/5/1989,32635,20,17,2,0,0,20,,,,,,,,,
15160,70,34,Fase Regular,7/5/1989,32635,7,50,1,0,0,7,,,,,,,,,
15161,70,34,Fase Regular,7/5/1989,32635,24,56,2,1,0,24,,,,,,,,,
15162,70,35,Fase Regular,16/5/1989,32644,34,56,0,0,1,34,,,,,,,,,
15163,70,35,Fase Regular,16/5/1989,32644,50,24,1,1,1,24,,,,,,,,,
15164,70,35,Fase Regular,16/5/1989,32644,17,7,2,1,0,17,,,,,,,,,
15165,70,35,Fase Regular,16/5/1989,32644,19,20,3,0,0,19,,,,,,,,,
15166,70,35,Fase Regular,16/5/1989,32644,13,16,0,1,0,16,,,,,,,,,
15167,70,35,Fase Regular,16/5/1989,32644,21,12,0,2,0,12,,,,,,,,,
15168,70,35,Fase Regular,16/5/1989,32644,57,23,0,1,0,23,,,,,,,,,
15169,70,35,Fase Regular,16/5/1989,32644,22,27,0,1,0,27,,,,,,,,,
15170,70,35,Fase Regular,16/5/1989,32644,30,54,0,0,1,54,,,,,,,,,
15171,70,35,Fase Regular,16/5/1989,32644,52,2,1,0,0,52,,,,,,,,,
15172,70,36,Fase Regular,21/5/1989,32649,2,34,0,1,0,34,,,,,,,,,
15173,70,36,Fase Regular,21/5/1989,32649,54,52,1,2,0,52,,,,,,,,,
15174,70,36,Fase Regular,21/5/1989,32649,27,30,0,0,1,30,,,,,,,,,
15175,70,36,Fase Regular,21/5/1989,32649,23,22,1,1,1,22,,,,,,,,,
15176,70,36,Fase Regular,21/5/1989,32649,12,57,3,1,0,12,,,,,,,,,
15177,70,36,Fase Regular,21/5/1989,32649,16,21,0,0,1,16,,,,,,,,,
15178,70,36,Fase Regular,21/5/1989,32649,20,13,2,0,0,20,,,,,,,,,
15179,70,36,Fase Regular,21/5/1989,32649,7,19,6,3,0,7,,,,,,,,,
15180,70,36,Fase Regular,21/5/1989,32649,24,17,2,1,0,24,,,,,,,,,
15181,70,36,Fase Regular,21/5/1989,32649,56,50,3,2,0,56,,,,,,,,,
15182,70,37,Fase Regular,25/5/1989,32653,34,50,2,0,0,34,,,,,,,,,
15183,70,37,Fase Regular,25/5/1989,32653,17,56,2,4,0,56,,,,,,,,,
15184,70,37,Fase Regular,25/5/1989,32653,19,24,4,0,0,19,,,,,,,,,
15185,70,37,Fase Regular,25/5/1989,32653,13,7,1,1,1,7,,,,,,,,,
15186,70,37,Fase Regular,25/5/1989,32653,21,20,1,2,0,20,,,,,,,,,
15187,70,37,Fase Regular,25/5/1989,32653,57,16,1,2,0,16,,,,,,,,,
15188,70,37,Fase Regular,25/5/1989,32653,22,12,2,0,0,22,,,,,,,,,
15189,70,37,Fase Regular,25/5/1989,32653,30,50,2,0,0,30,,,,,,,,,
15190,70,37,Fase Regular,25/5/1989,32653,52,27,1,2,0,27,,,,,,,,,
15191,70,37,Fase Regular,25/5/1989,32653,2,54,0,0,1,54,,,,,,,,,
15192,70,38,Fase Regular,28/5/1989,32656,54,34,0,1,0,34,,,,,,,,,
15193,70,38,Fase Regular,28/5/1989,32656,27,2,0,0,1,27,,,,,,,,,
15194,70,38,Fase Regular,28/5/1989,32656,23,52,1,1,1,52,,,,,,,,,
15195,70,38,Fase Regular,28/5/1989,32656,12,30,7,1,0,12,,,,,,,,,
15196,70,38,Fase Regular,28/5/1989,32656,16,22,1,0,0,16,,,,,,,,,
15197,70,38,Fase Regular,28/5/1989,32656,20,57,1,1,1,20,,,,,,,,,
15198,70,38,Fase Regular,28/5/1989,32656,7,21,1,1,1,7,,,,,,,,,
15199,70,38,Fase Regular,28/5/1989,32656,24,13,1,0,0,24,,,,,,,,,
15200,70,38,Fase Regular,28/5/1989,32656,56,19,1,0,0,56,,,,,,,,,
15201,70,38,Fase Regular,28/5/1989,32656,50,17,2,0,0,50,,,,,,,,,
15202,71,1,Fase Regular,30/8/1987,32019,56,16,0,2,0,16,,,,,,,,,
15203,71,1,Fase Regular,30/8/1987,32019,2,17,0,0,0,,,,,,,,,,
15204,71,1,Fase Regular,30/8/1987,32019,13,22,0,0,0,,,,,,,,,,
15205,71,1,Fase Regular,30/8/1987,32019,19,52,1,1,0,,,,,,,,,,
15206,71,1,Fase Regular,30/8/1987,32019,20,30,1,1,0,,,,,,,,,,
15207,71,1,Fase Regular,30/8/1987,32019,24,57,0,0,0,,,,,,,,,,
15208,71,1,Fase Regular,30/8/1987,32019,4,23,0,1,0,23,,,,,,,,,
15209,71,1,Fase Regular,30/8/1987,32019,7,12,1,2,0,12,,,,,,,,,
15210,71,1,Fase Regular,30/8/1987,32019,27,50,0,0,0,,,,,,,,,,
15211,71,1,Fase Regular,30/8/1987,32019,21,29,1,0,0,21,,,,,,,,,
15212,71,2,Fase Regular,8/9/1987,32028,29,27,2,2,0,,,,,,,,,,
15213,71,2,Fase Regular,8/9/1987,32028,50,7,2,1,0,50,,,,,,,,,
15214,71,2,Fase Regular,8/9/1987,32028,12,4,3,1,0,12,,,,,,,,,
15215,71,2,Fase Regular,8/9/1987,32028,23,24,0,0,0,,,,,,,,,,
15216,71,2,Fase Regular,8/9/1987,32028,57,20,2,1,0,57,,,,,,,,,
15217,71,2,Fase Regular,8/9/1987,32028,30,19,1,5,0,19,,,,,,,,,
15218,71,2,Fase Regular,8/9/1987,32028,52,13,1,1,0,,,,,,,,,,
15219,71,2,Fase Regular,8/9/1987,32028,22,2,1,1,0,,,,,,,,,,
15220,71,2,Fase Regular,8/9/1987,32028,17,16,1,1,0,,,,,,,,,,
15221,71,2,Fase Regular,9/9/1987,32029,21,56,1,0,0,21,,,,,,,,,
15222,71,3,Fase Regular,13/9/1987,32033,56,17,2,2,0,,,,,,,,,,
15223,71,3,Fase Regular,13/9/1987,32033,16,22,1,0,0,16,,,,,,,,,
15224,71,3,Fase Regular,13/9/1987,32033,2,52,0,0,0,,,,,,,,,,
15225,71,3,Fase Regular,13/9/1987,32033,13,30,2,1,0,13,,,,,,,,,
15226,71,3,Fase Regular,13/9/1987,32033,19,57,4,1,0,19,,,,,,,,,
15227,71,3,Fase Regular,13/9/1987,32033,20,23,2,2,0,,,,,,,,,,
15228,71,3,Fase Regular,13/9/1987,32033,24,12,1,0,0,24,,,,,,,,,
15229,71,3,Fase Regular,13/9/1987,32033,4,50,0,0,0,,,,,,,,,,
15230,71,3,Fase Regular,13/9/1987,32033,7,29,2,0,0,7,,,,,,,,,
15231,71,3,Fase Regular,13/9/1987,32033,27,21,0,1,0,21,,,,,,,,,
15232,71,4,Fase Regular,20/9/1987,32040,27,56,1,3,0,56,,,,,,,,,
15233,71,4,Fase Regular,20/9/1987,32040,21,7,6,0,0,21,,,,,,,,,
15234,71,4,Fase Regular,20/9/1987,32040,29,4,0,0,0,,,,,,,,,,
15235,71,4,Fase Regular,20/9/1987,32040,50,24,1,3,0,24,,,,,,,,,
15236,71,4,Fase Regular,20/9/1987,32040,12,20,1,0,0,12,,,,,,,,,
15237,71,4,Fase Regular,20/9/1987,32040,23,19,1,0,0,23,,,,,,,,,
15238,71,4,Fase Regular,20/9/1987,32040,57,13,0,1,0,13,,,,,,,,,
15239,71,4,Fase Regular,20/9/1987,32040,30,2,2,1,0,30,,,,,,,,,
15240,71,4,Fase Regular,20/9/1987,32040,52,16,3,1,0,52,,,,,,,,,
15241,71,4,Fase Regular,20/9/1987,32040,22,17,1,0,0,22,,,,,,,,,
15242,71,5,Fase Regular,27/9/1987,32047,56,22,0,2,0,22,,,,,,,,,
15243,71,5,Fase Regular,27/9/1987,32047,17,52,2,3,0,52,,,,,,,,,
15244,71,5,Fase Regular,27/9/1987,32047,16,30,2,3,0,30,,,,,,,,,
15245,71,5,Fase Regular,27/9/1987,32047,2,57,2,1,0,2,,,,,,,,,
15246,71,5,Fase Regular,27/9/1987,32047,13,23,1,1,0,,,,,,,,,,
15247,71,5,Fase Regular,27/9/1987,32047,19,12,1,0,0,19,,,,,,,,,
15248,71,5,Fase Regular,27/9/1987,32047,20,50,1,1,0,,,,,,,,,,
15249,71,5,Fase Regular,27/9/1987,32047,24,29,2,1,0,24,,,,,,,,,
15250,71,5,Fase Regular,27/9/1987,32047,4,21,0,1,0,21,,,,,,,,,
15251,71,5,Fase Regular,27/9/1987,32047,7,27,0,0,0,,,,,,,,,,
15252,71,6,Fase Regular,4/10/1987,32054,7,56,2,0,0,7,,,,,,,,,
15253,71,6,Fase Regular,4/10/1987,32054,27,4,1,3,0,4,,,,,,,,,
15254,71,6,Fase Regular,4/10/1987,32054,21,24,1,1,0,,,,,,,,,,
15255,71,6,Fase Regular,4/10/1987,32054,29,20,2,1,0,29,,,,,,,,,
15256,71,6,Fase Regular,4/10/1987,32054,50,19,1,0,0,50,,,,,,,,,
15257,71,6,Fase Regular,4/10/1987,32054,12,13,1,1,0,,,,,,,,,,
15258,71,6,Fase Regular,4/10/1987,32054,23,2,2,2,0,,,,,,,,,,
15259,71,6,Fase Regular,4/10/1987,32054,57,16,0,0,0,,,,,,,,,,
15260,71,6,Fase Regular,4/10/1987,32054,30,17,1,2,0,17,,,,,,,,,
15261,71,6,Fase Regular,4/10/1987,32054,52,22,0,0,0,,,,,,,,,,
15262,71,7,Fase Regular,9/10/1987,32059,56,52,1,2,0,52,,,,,,,,,
15263,71,7,Fase Regular,9/10/1987,32059,22,30,1,0,0,22,,,,,,,,,
15264,71,7,Fase Regular,9/10/1987,32059,17,57,0,0,0,,,,,,,,,,
15265,71,7,Fase Regular,9/10/1987,32059,16,23,3,2,0,16,,,,,,,,,
15266,71,7,Fase Regular,9/10/1987,32059,2,12,1,1,0,,,,,,,,,,
15267,71,7,Fase Regular,9/10/1987,32059,13,50,0,0,0,,,,,,,,,,
15268,71,7,Fase Regular,9/10/1987,32059,19,29,2,0,0,19,,,,,,,,,
15269,71,7,Fase Regular,9/10/1987,32059,20,21,2,3,0,21,,,,,,,,,
15270,71,7,Fase Regular,9/10/1987,32059,24,27,0,0,0,,,,,,,,,,
15271,71,7,Fase Regular,9/10/1987,32059,4,7,3,1,0,4,,,,,,,,,
15272,71,8,Fase Regular,12/10/1987,32062,4,56,0,1,0,56,,,,,,,,,
15273,71,8,Fase Regular,12/10/1987,32062,7,24,0,1,0,24,,,,,,,,,
15274,71,8,Fase Regular,12/10/1987,32062,27,20,1,1,0,,,,,,,,,,
15275,71,8,Fase Regular,12/10/1987,32062,21,19,1,1,0,,,,,,,,,,
15276,71,8,Fase Regular,12/10/1987,32062,29,13,0,0,0,,,,,,,,,,
15277,71,8,Fase Regular,12/10/1987,32062,50,2,0,1,0,2,,,,,,,,,
15278,71,8,Fase Regular,12/10/1987,32062,12,16,0,1,0,16,,,,,,,,,
15279,71,8,Fase Regular,12/10/1987,32062,23,17,4,0,0,23,,,,,,,,,
15280,71,8,Fase Regular,12/10/1987,32062,57,22,1,2,0,22,,,,,,,,,
15281,71,8,Fase Regular,12/10/1987,32062,30,52,1,2,0,52,,,,,,,,,
15282,71,9,Fase Regular,18/10/1987,32068,56,30,0,2,0,30,,,,,,,,,
15283,71,9,Fase Regular,18/10/1987,32068,52,57,1,1,0,,,,,,,,,,
15284,71,9,Fase Regular,18/10/1987,32068,22,23,0,3,0,23,,,,,,,,,
15285,71,9,Fase Regular,18/10/1987,32068,17,12,0,0,0,,,,,,,,,,
15286,71,9,Fase Regular,18/10/1987,32068,16,50,1,0,0,16,,,,,,,,,
15287,71,9,Fase Regular,18/10/1987,32068,2,29,2,1,0,2,,,,,,,,,
15288,71,9,Fase Regular,18/10/1987,32068,13,21,0,0,0,,,,,,,,,,
15289,71,9,Fase Regular,18/10/1987,32068,19,27,2,1,0,19,,,,,,,,,
15290,71,9,Fase Regular,18/10/1987,32068,20,7,3,1,0,20,,,,,,,,,
15291,71,9,Fase Regular,18/10/1987,32068,24,4,0,0,0,,,,,,,,,,
15292,71,10,Fase Regular,25/10/1987,32075,24,56,1,0,0,24,,,,,,,,,
15293,71,10,Fase Regular,25/10/1987,32075,4,20,2,2,0,,,,,,,,,,
15294,71,10,Fase Regular,25/10/1987,32075,7,19,1,5,0,19,,,,,,,,,
15295,71,10,Fase Regular,25/10/1987,32075,27,13,2,2,0,,,,,,,,,,
15296,71,10,Fase Regular,25/10/1987,32075,21,2,2,2,0,,,,,,,,,,
15297,71,10,Fase Regular,25/10/1987,32075,29,16,1,1,0,,,,,,,,,,
15298,71,10,Fase Regular,25/10/1987,32075,50,17,1,0,0,50,,,,,,,,,
15299,71,10,Fase Regular,25/10/1987,32075,12,22,1,1,0,,,,,,,,,,
15300,71,10,Fase Regular,25/10/1987,32075,23,52,1,1,0,,,,,,,,,,
15301,71,10,Fase Regular,25/10/1987,32075,57,30,0,0,0,,,,,,,,,,
15302,71,11,Fase Regular,30/10/1987,32080,20,24,0,0,0,,,,,,,,,,
15303,71,11,Fase Regular,1/11/1987,32082,56,57,0,1,0,57,,,,,,,,,
15304,71,11,Fase Regular,1/11/1987,32082,30,23,2,1,0,30,,,,,,,,,
15305,71,11,Fase Regular,1/11/1987,32082,52,12,1,1,0,,,,,,,,,,
15306,71,11,Fase Regular,1/11/1987,32082,22,50,4,1,0,22,,,,,,,,,
15307,71,11,Fase Regular,1/11/1987,32082,17,29,1,0,0,17,,,,,,,,,
15308,71,11,Fase Regular,1/11/1987,32082,16,21,1,1,0,,,,,,,,,,
15309,71,11,Fase Regular,1/11/1987,32082,2,27,4,1,0,2,,,,,,,,,
15310,71,11,Fase Regular,1/11/1987,32082,13,7,0,0,0,,,,,,,,,,
15311,71,11,Fase Regular,1/11/1987,32082,19,4,0,0,0,,,,,,,,,,
15312,71,12,Fase Regular,11/11/1987,32092,20,56,1,0,0,20,,,,,,,,,
15313,71,12,Fase Regular,11/11/1987,32092,24,19,1,0,0,24,,,,,,,,,
15314,71,12,Fase Regular,11/11/1987,32092,4,13,0,2,0,13,,,,,,,,,
15315,71,12,Fase Regular,11/11/1987,32092,7,2,1,0,0,7,,,,,,,,,
15316,71,12,Fase Regular,11/11/1987,32092,27,16,1,0,0,27,,,,,,,,,
15317,71,12,Fase Regular,11/11/1987,32092,21,17,5,1,0,21,,,,,,,,,
15318,71,12,Fase Regular,11/11/1987,32092,29,22,3,1,0,29,,,,,,,,,
